solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CBC;p70;120;5,23;0;191;32321,0;32321,0;230;6030;12030;230;6030;12030;32209,514;32874,0;32209,514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p70;300;1,18;0;174,0;32322,0;32318,933325;230;6030;12030;230;1599;3168;0,0;119016,0;0,0;32291,7606;32322,0;1,06;267;115;10;10;;56;;33;267;115;10;10;;;56;;33;267;115;10;10;;;;56;;33
GUROBI;p70;300;1,04;0;403,0;32321,0;32321,0;230;6030;12030;230;6030;12030;24464,1214;84927,0;24464,1214;32198,2835;32361,0;0,0;254;70;;;;29;31;1;254;70;;;;;29;31;1;254;70;;;;;;29;31;1
CBC;p70;300;5,21;0;191;32321,0;32321,0;230;6030;12030;230;6030;12030;32209,514;32874,0;32209,514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p70;600;1,19;0;174,0;32322,0;32318,933325;230;6030;12030;230;1599;3168;0,0;119016,0;0,0;32291,7606;32322,0;1,07;267;115;10;10;;56;;33;267;115;10;10;;;56;;33;267;115;10;10;;;;56;;33
GUROBI;p70;600;1,0;0;403,0;32321,0;32321,0;230;6030;12030;230;6030;12030;24464,1214;84927,0;24464,1214;32198,2835;32361,0;0,0;254;70;;;;29;31;1;254;70;;;;;29;31;1;254;70;;;;;;29;31;1
CBC;p70;600;5,23;0;191;32321,0;32321,0;230;6030;12030;230;6030;12030;32209,514;32874,0;32209,514;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p71;120;0,3;0;0,0;25540,0;25538,153885;230;6030;12030;179;656;1293;0,0;104255,0;0,0;25538,153885;25540,0;;200;43;7;8;;29;;48;200;43;7;8;;;29;;48;200;43;7;8;;;;29;;48
GUROBI;p71;120;0,42;0;1,0;25540,0;25538,0;230;6030;12030;230;6030;12030;18718,4522;71366,0;18718,4522;25537,0938;25540,0;0,0;;5;;;;1;6;;;5;;;;;1;6;;;5;;;;;;1;6;
CBC;p71;120;1,77;0;28;25540,0;25540,0;230;6030;12030;230;6030;12030;25514,256;25602,0;25514,256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p71;300;0,37;0;0,0;25540,0;25538,153885;230;6030;12030;179;656;1293;0,0;104255,0;0,0;25538,153885;25540,0;;200;43;7;8;;29;;48;200;43;7;8;;;29;;48;200;43;7;8;;;;29;;48
GUROBI;p71;300;0,42;0;1,0;25540,0;25538,0;230;6030;12030;230;6030;12030;18718,4522;71366,0;18718,4522;25537,0938;25540,0;0,0;;5;;;;1;6;;;5;;;;;1;6;;;5;;;;;;1;6;
CBC;p71;300;1,79;0;28;25540,0;25540,0;230;6030;12030;230;6030;12030;25514,256;25602,0;25514,256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p71;600;0,32;0;0,0;25540,0;25538,153885;230;6030;12030;179;656;1293;0,0;104255,0;0,0;25538,153885;25540,0;;200;43;7;8;;29;;48;200;43;7;8;;;29;;48;200;43;7;8;;;;29;;48
GUROBI;p71;600;0,42;0;1,0;25540,0;25538,0;230;6030;12030;230;6030;12030;18718,4522;71366,0;18718,4522;25537,0938;25540,0;0,0;;5;;;;1;6;;;5;;;;;1;6;;;5;;;;;;1;6;
CBC;p71;600;1,77;0;28;25540,0;25540,0;230;6030;12030;230;6030;12030;25514,256;25602,0;25514,256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
